 -0.029,0.052,0.983,0.93,2.12,1.67
 -0.031,0.052,0.988,-0.84,8.16,3.28
 -0.040,0.053,1.005,-1.45,7.32,3.07
 -0.048,0.060,1.000,0.88,2.24,2.45
 -0.032,0.054,0.999,2.20,6.80,1.16
 -0.052,0.057,0.995,5.92,11.19,-2.45
 -0.062,0.065,0.994,3.99,13.08,2.07
 -0.077,0.066,1.000,5.57,24.75,8.35
 -0.098,0.078,0.994,5.88,24.66,9.44
 -0.134,0.086,0.990,7.53,17.29,5.18
 -0.152,0.084,0.962,6.53,25.56,5.39
 -0.194,0.101,0.960,8.44,34.92,3.80
 -0.213,0.098,0.968,4.47,34.12,-3.34
 -0.238,0.108,0.960,0.70,23.81,-7.03
 -0.272,0.093,0.942,-5.94,15.82,-3.49
 -0.272,0.109,0.988,-9.14,11.13,-0.14
 -0.271,0.068,0.962,-14.60,9.58,-1.04
 -0.284,0.053,0.949,-23.36,4.06,0.33
 -0.273,0.031,0.978,-45.37,-11.02,6.83
 -0.261,-0.010,0.939,-57.27,-8.19,7.10
 -0.241,-0.074,0.944,-64.28,-18.67,9.54
 -0.249,-0.109,0.976,-48.26,-25.80,13.16
 -0.188,-0.143,0.949,-25.59,-33.26,14.46
 -0.167,-0.182,0.971,-37.70,-35.55,7.99
 -0.152,-0.172,0.979,-22.19,-26.43,-3.64
 -0.096,-0.190,0.974,2.02,-31.57,-4.92
 -0.114,-0.167,1.006,32.18,-40.52,-8.13
 -0.072,-0.095,1.022,57.73,-32.26,-4.94
 -0.028,-0.052,1.010,62.45,-31.76,-2.37
 0.024,-0.031,0.974,61.01,-30.64,1.23
 -0.035,0.033,0.959,42.96,-9.60,-3.38
 0.023,0.042,0.967,22.94,5.66,-6.33
 -0.027,0.082,0.984,13.82,17.33,-9.07
 -0.023,0.028,0.977,-11.31,24.51,-15.60
